Title,Directors,genres,Actors
Nostalghia,Andrei Tarkovsky,"Drama, Psychological Drama","Oleg Yankovskiy, Erland Josephson, Domiziana Giordano, Patrizia Terreno, Laura De Marchi, Delia Boccardo, Milena Vukotic, Livio Galassi, Piero Vida, Elena Magoia, Raffaele Di Mario, Rate Furlan"
Strange Voyage,Fernando Fernán Gómez,"Mystery, Drama, Black Comedy, Small Town Life (Non-North American), Family Relationships, Cult Movie","Carlos Larrañaga, Tota Alba, Lina Canalejas, Jesús Franco, Rafaela Aparicio, Sara Lezana, María Luisa Ponte, Teresa Gisbert, Luis Marín, Goyo Lebrero, Luis Domínguez Luna, Cayetano Torregrosa, Rafael Alcántara"
"Lock, Stock and Two Smoking Barrels",Guy Ritchie,"Thriller, Crime, Mafia, Black Comedy, Neo-noir, Heist Film, Cult Movie","Nick Moran, Jason Flemyng, Jason Statham, Dexter Fletcher, Steven Mackintosh, Frank Harper, Lenny McLean, Vinnie Jones, Sting, P.H. Moriarty, Stephen Marcus, Vas Blackwood"
Fargo,Joel Coen,"Thriller, Mystery, Crime, Neo-noir, Black Comedy, Small Town Life (North-american), 1980s, Kidnapping Film / Disappearance, Cold Weather","Frances McDormand, William H. Macy, Steve Buscemi, Peter Stormare, Harve Presnell, John Carroll Lynch, Kristin Rudrud, Tony Denman, Steve Reevis"
Saving Private Ryan,Steven Spielberg,"War, II World War","Tom Hanks, Tom Sizemore, Edward Burns, Matt Damon, Barry Pepper, Giovanni Ribisi, Adam Goldberg, Jeremy Davies, Vin Diesel, Ted Danson, Paul Giamatti, Max Martini, Dennis Farina"
Inglourious Basterds,Quentin Tarantino,"War, Action, Comedy, II World War, Nazism, Revenge","Brad Pitt, Christoph Waltz, Mélanie Laurent, Diane Kruger, Michael Fassbender, Daniel Brühl, Eli Roth, Til Schweiger, B.J. Novak, August Diehl, Mike Myers, Omar Doom, Sylvester Groth"
Amelie,Jean-Pierre Jeunet,"Comedy, Drama, Comedy-Drama, Magic Realism, Cult Movie","Audrey Tautou, Mathieu Kassovitz, Rufus Magloire, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Claire Maurier, Clotilde Mollet, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, Maurice Bénichou"
"Steamboat Bill, Jr.","Buster Keaton, Charles Reisner","Comedy, Silent Film","Buster Keaton, Ernest Torrence, Tom McGuire, Tom Lewis, Marion Byron, James T. Mack, Joe Keaton"
Ryan's Daughter,David Lean,"Drama, Romance, 1910s","Sarah Miles, Robert Mitchum, Christopher Jones, Trevor Howard, John Mills, Leo McKern, Barry Foster, Marie Kean, ""Arthur OSullivan"", Gerald Sim"
Spider-Man: Across the Spider-Verse,"Joaquim Dos Santos, Kemp Powers, Justin Thompson","Animation, Action, Adventure, Sci-Fi, Based on a Comic, Sequel, Superheroes, Marvel Comics","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Lauren Vélez, Jake Johnson, Oscar Isaac, Jason Schwartzman, Issa Rae, Daniel Kaluuya, Karan Soni, Shea Whigham, Greta Lee"
The Celebration,Thomas Vinterberg,"Drama, Dogma, Family Relationships","Henning Moritzen, Ulrich Thomsen, Thomas Bo Larsen, Birthe Neumann, Trine Dyrholm, Paprika Steen, Helle Dolleris"
A Bronx Tale,Robert De Niro,"Drama, Mafia, Racism, 1960s, Street Gang","Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra, Taral Hicks, Kathrine Narducci, Joe Pesci, Clem Caserta, Frank Pietrangolare, ""Joe DOnofrio"", Louis Vanaria, Patrick Borriello, Rocco Parente"
Whiplash,Damien Chazelle,"Drama, Music, Jazz, Independent Film (US), Education","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser, Austin Stowell, Jayson Blair, Kavita Patil, Kofi Siriboe, Jesse Mitchell, Michael D. Cohen, Tian Wang, Jocelyn Ayanna, Tarik Lowe, Marcus Henderson, Keenan Henson"
The Godfather Part III,Francis Ford Coppola,"Drama, Mafia, Crime, Family Relationships, 1970s, Sequel","Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda, Sofia Coppola, Raf Vallone, Donal Donnelly, Richard Bright, Al Martino"
Tabu: A Story of the South Seas,F.W. Murnau,"Drama, Romance, Adventure, Silent Film",
Destiny,Fritz Lang,"Fantasy, Drama, Romance, Anthology Film, Silent Film, German Expressionism","Lil Dagover, Walter Janssen, Bernhard Goetzke, Erich Pabst, Karl Rückert, Rudolf Klein-Rogge, Max Adalbert, Grete Berger, Georg John, Karl Platen, Hans Sternberg, Wilhelm Diegelmann"
Big Deal on Madonna Street,Mario Monicelli,"Comedy, Heist Film, Crime","Vittorio Gassman, Marcello Mastroianni, Renato Salvatori, Totò, Gina Rovere, Carla Gravina, Rossana Rory, Claudia Cardinale, Memmo Carotenuto, Elvira Tonelli, Nino Marchetti, Tiberio Murgia, Elisa Fabrizi, Carlo Pisacane, Renato Terra, Mimmo Poli"
Life Goes On,Fernando Fernán Gómez,"Drama, Family Relationships, Melodrama, Poverty","Lina Canalejas, Fernando Fernán Gómez, Gemma Cuervo, Milagros Leal, Francisco Pierrá, Agustín González, José Morales, José Calvo, Fernando Guillén, María Luisa Ponte, Jacinto San Emeterio, Pilar Bardem, José María Caffarel"
The Blue Angel,Josef von Sternberg,"Drama, Melodrama, 1920s","Marlene Dietrich, Emil Jannings, Kurt Gerron, Eduard von Winterstein, Rosa Valetti"
The Fortune Cookie,Billy Wilder,Comedy,"Jack Lemmon, Walter Matthau, Ron Rich, Cliff Osmond, Judi West, Lurene Tuttle, Harry Holcombe, Les Tremayne, Lauren Gilbert, Marge Redmond, Noam Pitlik, Harry Davis, Ann Shoemaker"
Goodbye Children,Louis Malle,"Drama, Friendship, Childhood, 1940s, II World War",
Strangers on a Train,Alfred Hitchcock,"Mystery, Thriller, Film noir, Crime, Trains / Subways, Cult Movie","Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll, Patricia Hitchcock, Howard St. John, Laura Elliott, Marion Lorne"
Manhattan Murder Mystery,Woody Allen,"Comedy, Mystery, Crime","Diane Keaton, Woody Allen, Alan Alda, Anjelica Huston, Jerry Adler, Lynn Cohen, Joy Behar, Ron Rifkin, William Addi, John Doumanian, Sylvia Kauders, Ira Wheeler, Zach Braff"
Howl's Moving Castle,Hayao Miyazaki,"Animation, Fantasy, Adventure, Romance, Magic, Steampunk",
Requiem for a Dream,Darren Aronofsky,"Drama, Drugs, Prostitution, Cult Movie, Independent Film (US)","Jared Leto, Jennifer Connelly, Ellen Burstyn, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Dylan Baker, Keith David, Peter Maloney"
When a Woman Ascends the Stairs,Mikio Naruse,Drama,"Hideko Takamine, Masayuki Mori, Daisuke Kato, Tatsuya Nakadai, Reiko Dan, Ganjiro Nakamura, Eitarô Ozawa, Keiko Awaji, Masao Oda, Ken Mitsuda, Jun Tatara, Yu Fujiki, Chikako Hosokawa, Sadako Sawamura"
Macario,Roberto Gavaldón,"Drama, Fantasy, Poverty, Social Drama","Ignacio López Tarso, Pina Pellicer, Enrique Lucero, Mario Alberto Rodríguez, José Gálvez"
Good Morning,Yasujirō Ozu,"Comedy, Family Relationships, Remake","Chishu Ryu, Kuniko Miyake, Yoshiko Kuga, Koji Shidara, Masahiko Shimazu, Keiji Sada, Haruo Tanaka, Haruko Sugimura"
La notte (The Night),Michelangelo Antonioni,"Drama, Romance, Psychological Drama, Romantic Drama","Marcello Mastroianni, Jeanne Moreau, Monica Vitti, Bernhard Wicki, Maria Pia Luzi, Rossy Mazzacurati, Roberto Danesi, Vittorio Bertolini"
Death of a Cyclist,Juan Antonio Bardem,"Film noir, Drama, Crime, Psychological Drama, Melodrama, Romantic Drama","Lucía Bosé, Alberto Closas, Bruna Corrà, Carlos Casaravilla, Otello Toso, Alicia Romay, Julia Delgado Caro, Matilde Muñoz Sampedro, Mercedes Albert, José Sepúlveda, José Prada, Fernando Sancho, Manuel Alexandre"
Cabaret,Bob Fosse,"Drama, Musical, 1930s, Nazism, Dancing","Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper, Helen Vita, Marisa Berenson, Elisabeth Neumann-Viertel, Sigrid von Richthofen, Gerd Vespermann, Ralf Wolter, Georg Hartmann, Ricky Renée, Estrongo Nachama"
In the Mood for Love,Wong Kar-Wai,"Romance, Drama, Romantic Drama, 1960s, Cult Movie","Tony Leung Chiu-Wai, Maggie Cheung, Rebecca Pan, Siu Ping-Lam, Mama Hung, Chan Man-Lei, Koo Kam-Wah, Yu Hsien, Chow Po-Chun, Joe Cheung, Kelly Lai"
The Straight Story,David Lynch,"Drama, Based on a true story, Small Town Life (North-american), Road Movie, Old Age / Elderly, Independent Film (US), Cult Movie","Richard Farnsworth, Sissy Spacek, Harry Dean Stanton, Everett McGill, John Farley, Jane Galloway Heitz, Dan Flannery, Kevin P. Farley, Wiley Harker, Tracey Maloney"
The Munekata Sisters,Yasujirō Ozu,"Drama, Alcoholism, Melodrama, Jealousy, Disease/illness, Family Relationships","Hideko Takamine, Chishu Ryu, Tatsuo Saito, Sanae Takasugi, Kinuyo Tanaka, Ken Uehara, Sô Yamamura, Kamatari Fujiwara, Noriko Sengoku, Yuji Hori, Setsuko Horikoshi, Reikichi Kawamura, Yoshiko Tsubouchi, Atsuko Ichinomiya"
Our Hospitality,"Buster Keaton, John G. Blystone","Comedy, 19th Century, Silent Film","Buster Keaton, Joe Roberts, Ralph Bushman, Craig Ward, Monte Collins, Joe Keaton, Kitty Bradbury, Natalie Talmadge"
Forbidden Games,René Clément,"Drama, War, II World War, Childhood","Georges Poujouly, Brigitte Fossey, Amédée, Laurence Badie, Madeleine Barbulée, Suzanne Courtal, Lucien Hubert, Jacques Marin, Pierre Merovée, Violette Monnier, Denise Perronne, Fernande Roy, Louis Saintève, André Wasley, Bernard Musson"
The Mirror,Andrei Tarkovsky,"Drama, Family Relationships, Childhood, 1930s, 1940s, II World War, Experimental Cinema, Surrealism, Cult Movie","Margarita Terekhova, Philip Yankovsky, Ignat Daniltsev, Oleg Yankovskiy, Nikolai Grinko, Alla Demidova, Innokenti Smoktunovsky, Anatoly Solonitsyn"
The Birds,Alfred Hitchcock,"Horror, Animals, Birds, Cult Movie","Tippi Hedren, Rod Taylor, Jessica Tandy, Suzanne Pleshette, Veronica Cartwright, Ethel Griffies, Charles McGraw, Doreen Lang, Ruth McDevitt, Joe Mantell, Alfred Hitchcock"
Inside Out,"Pete Docter, Ronaldo Del Carmen","Animation, Fantasy, Adventure, Comedy, Childhood, Family Relationships, Pixar, 3D","Amy Poehler, Phyllis Smith, Lewis Black, Bill Hader, Mindy Kaling, Kaitlyn Dias, Richard Kind, Kyle MacLachlan, Diane Lane, David Goelz, Frank Oz, Pete Docter, Flea, John Ratzenberger, Peter Sagal"
The Untouchables,Brian De Palma,"Film noir, Action, Thriller, Drama, Neo-noir, Cop Movies, Mafia, Crime, 1920s, 1930s","Kevin Costner, Sean Connery, Robert De Niro, Andy García, Charles Martin Smith, Billy Drago, Patricia Clarkson, Brad Sullivan, Del Close, Michael Byrne, Richard Bradford, Clem Caserta, Jack Kehoe"
2001: A Space Odyssey,Stanley Kubrick,"Sci-Fi, Space Adventure, Computers / Internet, Cult Movie","Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty, Sean Sullivan, Penny Brahms, Alan Gifford, Vivian Kubrick, Douglas Rain"
A Short Film About Love,Krzysztof Kieślowski,"Drama, Jealousy","Grazyna Szapolowska, Olaf Lubaszenko, Stefania Iwinska"
Winchester '73,Anthony Mann,"Western, Revenge, Friendship, Family Relationships","James Stewart, Shelley Winters, Dan Duryea, Stephen McNally, Charles Drake, Millard Mitchell, John McIntire, Jay C. Flippen, Will Geer, Rock Hudson, Tony Curtis"
Ivan's Childhood,Andrei Tarkovsky,"Drama, War, II World War, Spy Film, Childhood, Nazism","Nikolay Burlyaev, Valentin Zubkov, Yevgeni Zharikov, Stepan Krylov, Nikolai Grinko"
Castaway on the Moon,Lee Hey-jun,"Comedy, Romance, Drama, Survival Film, Romantic Drama","Jung Jae-young, Jeong Ryeo-won, Yang Mi-kyeong, Park Young-seo, Min-Heui Hong, Jang So-yeon, Koo Kyo-hwan, Jeong-Won Lee"
The Road Home,Zhang Yimou,"Romance, Drama, Romantic Drama, Small Town Life (Non-North American), 1950s","Zhang Ziyi, Sun Honglei, Hao Zheng, Yuelin Zhao, Bin Li, Guifa Chang, Wencheng Sung, Qi Liu"
Missing,Costa-Gavras,"Drama, Politics, Based on a true story, Chilean Dictatorship, 1970s","Jack Lemmon, Sissy Spacek, Melanie Mayron, John Shea, Charles Cioffi, Richard Bradford, Janice Rule, David Clennon, Jerry Hardin, Martin Lasalle"
Splendor in the Grass,Elia Kazan,"Romance, Drama, 1920s, 1930s, The Great Depression, Romantic Drama, Melodrama, Small Town Life (North-american)","Natalie Wood, Warren Beatty, Pat Hingle, Audrey Christie, Barbara Loden, Zohra Lampert, Sandy Dennis, Phyllis Dillier, Gary Lockwood"
From Here to Eternity,Fred Zinnemann,"Drama, Romance, Army, Friendship, 1940s, Pearl Harbor, Ensemble Film","Burt Lancaster, Montgomery Clift, Deborah Kerr, Frank Sinatra, Donna Reed, Ernest Borgnine, Jack Warden, Philip Ober, Mickey Shaughnessy, Harry Bellaver, John Dennis, Merle Travis, George Reeves"
The Wall,Alan Parker,"Musical, Drama, Fantasy, Animation, Surrealism, Cult Movie","Bob Geldof, Jenny Wright, Christine Hargreaves, James Laurenson, Bob Hoskins, Eleanor David, Kevin McKeon, David Bringham, Alex McAvoy, Michael Ensign, Joanne Whalley, Albert Moses"
Your name,Makoto Shinkai,"Animation, Drama, Romance, Fantasy, Romantic Drama, Teen/coming-of-age",
Shrek,"Andrew Adamson, Vicky Jenson","Animation, Comedy, Fantasy, Adventure, Parody, Fairy Tales / Fables, Medieval Fantasy, Dragons","Mike Myers, Eddie Murphy, Cameron Diaz"
The Official Story,Luis Puenzo,"Drama, Argentinian Dictatorship","Héctor Alterio, Norma Aleandro, Hugo Arana, Chunchuna Villafañe, Lidia Catalano, Chela Ruiz, Patricio Contreras, Guillermo Battaglia, Daniel Lago, Andrea Tenuta, Floria Bloise, Carlos Weber, Leal Rey, María Luisa Robledo, Laura Palmucci"
El Dorado,Howard Hawks,"Western, Friendship, Buddy Film","John Wayne, Robert Mitchum, James Caan, Charlene Holt, Paul Fix, John Gabriel, Arthur Hunnicutt, R.G. Armstrong, Michele Carey, Ed Asner, Marina Ghane, Christopher George, Robert Rothwell"
Three Colours: Red,Krzysztof Kieślowski,Drama,"Irène Jacob, Jean-Louis Trintignant, Jean-Pierre Lorit, Frédérique Feder, Samuel Le Bihan, Marion Stalens, Cécile Tanner, Juliette Binoche, Julie Delpy, Benoît Régent, Zbigniew Zamachowski"
Incendies,Denis Villeneuve,"Drama, Mystery, Thriller, Road Movie, Family Relationships, Lebanese War","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Abdelghafour Elaaziz, Allen Altman, Mohamed Majd, Nabil Sawalha, Baya Belal, Bader Alami, Karim Babin, Yousef Shweihat"
La Dolce Vita (The Sweet Life),Federico Fellini,"Drama, Comedy, Journalism, Film In Film","Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux, Alain Cuny, Nadia Gray, Annibale Ninchi, Magali Noël, Lex Barker, Jacques Sernas, Adriano Celentano, Ida Galli, Walter Santesso"
Hannah and Her Sisters,Woody Allen,"Comedy, Drama, Romance, Family Relationships, Thanksgiving, Ensemble Film","Woody Allen, Mia Farrow, Michael Caine, Barbara Hershey, Dianne Wiest, Max von Sydow, Carrie Fisher, Lloyd Nolan, ""Maureen OSullivan"", Sam Waterston, Daniel Stern, Richard Jenkins, Soon-Yi Previn"
Edward Scissorhands,Tim Burton,"Fantasy, Drama, Romance, Cult Movie, Romantic Drama","Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, Alan Arkin, Kathy Baker, Vincent Price, Caroline Aaron, Robert Oliveri, Conchata Ferrell, Dick Anthony Williams, O-Lan Jones, Susan Blommaert"
Toy Story,John Lasseter,"Animation, Fantasy, Comedy, Adventure, Kids, Dolls, Pixar, 3D, Family-friendly","Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, R. Lee Ermey"
Mamma Roma,Pier Paolo Pasolini,"Drama, Prostitution, Neorealism","Anna Magnani, Franco Citti, Ettore Garofolo, Silvana Corsini, Luisa Orioli, Paolo Volponi, Luciano Gonini, Vittorio La Paglia"
Cries and Whispers,Ingmar Bergman,"Drama, Disease/illness, Family Relationships","Harriet Andersson, Kari Sylwan, Ingrid Thulin, Liv Ullmann, Anders Ek, Inga Gill, Erland Josephson, Henning Moritzen, Georg Årlin"
Adam's Rib,George Cukor,"Romance, Comedy, Romantic Comedy, Screwball comedy, Courtroom Drama / Lawyers, Sophisticated Comedy","Katharine Hepburn, Spencer Tracy, Judy Holliday, Tom Ewell, David Wayne, Jean Hagen, Hope Emerson, Eve March, Clarence Kolb, Emerson Treacy, Polly Moran, Will Wright, Elizabeth Flournoy"
Safety Last!,"Fred C. Newmeyer, Sam Taylor","Comedy, Silent Film","Harold Lloyd, Mildred Davis, Bill Strothers, Noah Young, Westcott B. Clarke"
Johnny Got His Gun,Dalton Trumbo,"Drama, I World War, Disability, Medical, Independent Film (US), Cult Movie","Timothy Bottoms, Jason Robards, Donald Sutherland, Marsha Hunt, Diane Varsi, Kathy Fields, Charles McGraw"
Midnight Express,Alan Parker,"Drama, Prison Drama, Based on a true story","Brad Davis, John Hurt, Bo Hopkins, Irene Miracle, Randy Quaid, Paolo Bonacelli, Mike Kellin, Michael Ensign, Franco Diogene, Peter Jeffrey, Norbert Weisser, Paul Smith, Kevork Malikyan"
Gilda,Charles Vidor,"Film noir, Drama, Romance, Thriller, Gambling, Jealousy, Melodrama, Cult Movie","Rita Hayworth, Glenn Ford, George Macready, Joseph Calleia, Steven Geray, Rosa Rey, Joe Sawyer, Gerald Mohr, Mark Roberts, Ludwig Donath, Donald Douglas, Lionel Royce, Saul Martell"
The Hunt,Thomas Vinterberg,"Drama, Sexual Abuse","Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Alexandra Rapaport, Anne Louise Hassing, Lars Ranthe, Lasse Fogelstrøm, Susse Wold, Ole Dupont, Sebastian Bull Sarning"
Love Dogs,Alejandro González Iñárritu,"Drama, Ensemble Film, Dogs/Wolves, Poverty, Social Drama","Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero, Vanessa Bauche, Jorge Salinas, Marco Pérez, Rodrigo Murray, Humberto Busto, Gerardo Campbell, Rosa María Bianchi, Dunia Saldívar, Adriana Barraza"
Equinox Flower,Yasujirō Ozu,Drama,"Shin Saburi, Kinuyo Tanaka, Ineko Arima, Yoshiko Kuga, Chishu Ryu, Keiji Sada, Teiji Takahashi, Miyuki Kuwano, Chieko Naniwa, Ryuji Kita"
The Bridge,Bernhard Wicki,"War, Drama, Teen/coming-of-age, Nazism, Based on a true story, II World War, 1940s","Folker Bohnet, Fritz Wepper, Michael Hinz, Frank Glaubrecht, Karl Michael Balzer, Volker Lechtenbrink, Günther Hoffmann, Cordula Trantow, Wolfgang Stumpf, Günter Pfitzmann, Heinz Spitzner, Siegfried Schürenberg, Ruth Hausmeister"
The River,Jean Renoir,"Drama, Romance, Romantic Drama, Colonialism, Based on a true story","Patricia Walters, Adrienne Corri, Nora Swinburne, Esmond Knight, Arthur Shields, Thomas E. Breen, Radha Shri Ram, Suprova Mukerjee, Richard Foster"
Ju Dou,"Zhang Yimou, Yang Fengliang","Romance, Drama, Romantic Drama, Small Town Life (Non-North American), 1920s","Gong Li, Li Baotian, Cong Zhijun, Zhang Yi, Ji-An Zheng, Jia Zhaoji, Ma Chong, Li Wei, Niu Xingli, Yang Qianbin, Jia Jin, Wu Fa"
The South,Víctor Erice,"Drama, Family Relationships, Childhood, Teen/coming-of-age, Spanish Post-War, Small Town Life (Non-North American)","Omero Antonutti, Sonsoles Aranguren, Icíar Bollaín, Lola Cardona, Rafaela Aparicio, Germaine Montero, Aurore Clément, María Caro, Francisco Merino, José Vivó"
A Separation,Asghar Farhadi,"Drama, Family Relationships, Disease/illness, Old Age / Elderly, ""Alzheimers""","Peyman Moaadi, Leila Hatami, Sareh Bayat, Shahab Hosseini, Sarina Farhadi, Kimia Hosseini, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh"
The Boat,Wolfgang Petersen,"War, II World War, Submarines","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge, Bernd Tauber, Erwin Leder, Otto Sander, Martin May, Heinz Hoenig, Uwe Ochsenknecht, Claude-Oliver Rudolph, Jan Fedder"
The Dirty Dozen,Robert Aldrich,"War, II World War","Lee Marvin, Charles Bronson, John Cassavetes, Ernest Borgnine, George Kennedy, Ralph Meeker, Donald Sutherland, Telly Savalas, Jim Brown, Richard Jaeckel, Trini Lopez, Robert Ryan, Clint Walker, Robert Webber"
1917,Sam Mendes,"War, Drama, I World War","George MacKay, Dean-Charles Chapman, Mark Strong, Richard Madden, Benedict Cumberbatch, Colin Firth, Andrew Scott, Daniel Mays, Adrian Scarborough, Jamie Parker, Nabhaan Rizwan, Justin Edwards, Gerran Howell"
Son of the Bride,Juan José Campanella,"Drama, Comedy, ""Alzheimers"", Old Age / Elderly, Family Relationships, Weddings, Disability","Ricardo Darín, Héctor Alterio, Norma Aleandro, Natalia Verbeke, Eduardo Blanco, Gimena Nóbile, Claudia Fontán, David Masajnik, Atilio Pozzobon, Salo Pasik"
Rosemary's Baby,Roman Polanski,"Horror, Drama, Supernatural, Exorcism / Evil Possession, Psychological Drama, Cult Movie, Witchcraft, Maternity, ""New Years Eve""","Mia Farrow, John Cassavetes, Ruth Gordon, Ralph Bellamy, Sidney Blackmer, Maurice Evans, Victoria Vetri, Patsy Kelly, Elisha Cook Jr., Charles Grodin, ""DUrville Martin"", Emmaline Henry, Hanna Landy"
